Make,Model,Car_Age,Fuel_Type_RegularUnleaded,Fuel_Type_Premium,Fuel_Type_FlexFuel,Fuel_Type_Diesel,Fuel_Type_NaturalGas,Fuel_Type_Electric,Engine_HP,Engine_Cylinders,Transmission_Automatic,Transmission_Manual,Transmission_AutomatedManual,Transmission_DirectDrive,Transmission_Unknown,Drive_RearWheel,Drive_FrontWheel,Drive_AllWheel,Drive_FourWheel,Number_of_Doors,Market_Category_FactoryTuner,Market_Category_Luxury,Market_Category_Performance,Market_Category_High-Performance,Market_Category_Exotic,Market_Category_FlexFuel,Market_Category_Hybrid,Market_Category_Crossover,Market_Category_Hatchback,Market_Category_Diesel,Market_Category_N/A,VehicleStyle_Coupe,VehicleStyle_Convertible,VehicleStyle_Sedan,VehicleStyle_Wagon,VehicleStyle_4drHatchback,VehicleStyle_2drHatchback,VehicleStyle_4drSUV,VehicleStyle_PassengerMinivan,VehicleStyle_CargoMinivan,VehicleStyle_CrewCabPickup,VehicleStyle_RegularCabPickup,VehicleStyle_ExtendedCabPickup,VehicleStyle_2drSUV,VehicleStyle_CargoVan,VehicleStyle_ConvertibleSUV,VehicleStyle_PassengerVan,average_MPG,Popularity,MSRP_LogBase,MSRP_UnLogged
Rolls-Royce,Phantom,10,0,1,0,0,0,0,453,12,1,0,0,0,0,1,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,86,5.6052,402940
Rolls-Royce,Phantom,10,0,1,0,0,0,0,453,12,1,0,0,0,0,1,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,86,5.6767,474990
Rolls-Royce,Phantom,9,0,1,0,0,0,0,453,12,1,0,0,0,0,1,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,86,5.6100,407400
Rolls-Royce,Phantom,9,0,1,0,0,0,0,453,12,1,0,0,0,0,1,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,86,5.6814,480175
Rolls-Royce,Phantom,8,0,1,0,0,0,0,453,12,1,0,0,0,0,1,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,86,5.6210,417825
Rolls-Royce,Phantom,8,0,1,0,0,0,0,453,12,1,0,0,0,0,1,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,86,5.6923,492425
Toyota,Pickup,31,1,0,0,0,0,0,150,6,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.5,2031,3.3111,2047
Toyota,Pickup,31,1,0,0,0,0,0,150,6,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.5,2031,3.4065,2550
Toyota,Pickup,31,1,0,0,0,0,0,150,6,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.5,2031,3.3465,2221
Toyota,Pickup,31,1,0,0,0,0,0,150,6,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.5,2031,3.3010,2000
Toyota,Pickup,31,1,0,0,0,0,0,116,4,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.5,2031,3.3308,2142
Toyota,Pickup,31,1,0,0,0,0,0,116,4,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.5,2031,3.3038,2013
Toyota,Pickup,30,1,0,0,0,0,0,116,4,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.5,2031,3.3604,2293
Toyota,Pickup,30,1,0,0,0,0,0,150,6,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.5,2031,3.3581,2281
Toyota,Pickup,30,1,0,0,0,0,0,116,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,2031,3.3010,2000
Toyota,Pickup,30,1,0,0,0,0,0,116,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,2031,3.3010,2000
Toyota,Pickup,30,1,0,0,0,0,0,116,4,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.5,2031,3.3253,2115
Toyota,Pickup,30,1,0,0,0,0,0,116,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,2031,3.3010,2000
Toyota,Pickup,30,1,0,0,0,0,0,150,6,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.5,2031,3.3096,2040
Toyota,Pickup,30,1,0,0,0,0,0,150,6,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.5,2031,3.3844,2423
Toyota,Pickup,30,1,0,0,0,0,0,150,6,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.5,2031,3.3400,2188
Toyota,Pickup,30,1,0,0,0,0,0,150,6,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.5,2031,3.4312,2699
Toyota,Pickup,29,1,0,0,0,0,0,150,6,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,2031,3.3638,2311
Toyota,Pickup,29,1,0,0,0,0,0,150,6,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.5,2031,3.4299,2691
Toyota,Pickup,29,1,0,0,0,0,0,116,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,2031,3.3418,2197
Toyota,Pickup,29,1,0,0,0,0,0,116,4,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.5,2031,3.4071,2553
Toyota,Pickup,29,1,0,0,0,0,0,116,4,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.5,2031,3.3818,2409
Toyota,Pickup,29,1,0,0,0,0,0,150,6,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.5,2031,3.4642,2912
Toyota,Pickup,29,1,0,0,0,0,0,116,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,2031,3.3010,2000
Toyota,Pickup,29,1,0,0,0,0,0,150,6,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,2031,3.3976,2498
Toyota,Pickup,29,1,0,0,0,0,0,150,6,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.5,2031,3.4047,2539
Toyota,Pickup,29,1,0,0,0,0,0,116,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,2031,3.3010,2000
Honda,Pilot,9,1,0,0,0,0,0,250,6,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.5,2202,4.5279,33720
Honda,Pilot,9,1,0,0,0,0,0,250,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,2202,4.6023,40020
Honda,Pilot,9,1,0,0,0,0,0,250,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,2202,4.5678,36970
Honda,Pilot,9,1,0,0,0,0,0,250,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,2202,4.5201,33120
Honda,Pilot,9,1,0,0,0,0,0,250,6,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.5,2202,4.6193,41620
Honda,Pilot,9,1,0,0,0,0,0,250,6,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.5,2202,4.5907,38970
Honda,Pilot,9,1,0,0,0,0,0,250,6,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.5,2202,4.4979,31470
Honda,Pilot,9,1,0,0,0,0,0,250,6,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.5,2202,4.5406,34720
Honda,Pilot,9,1,0,0,0,0,0,250,6,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.5,2202,4.5678,36970
Honda,Pilot,9,1,0,0,0,0,0,250,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,2202,4.5486,35370
Honda,Pilot,9,1,0,0,0,0,0,250,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,2202,4.4752,29870
Honda,Pilot,9,1,0,0,0,0,0,250,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,2202,4.5068,32120
Honda,Pilot,9,1,0,0,0,0,0,250,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.5,2202,4.5725,37370
Honda,Pilot,9,1,0,0,0,0,0,250,6,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.5,2202,4.5862,38570
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2202,4.5961,39455
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5,2202,4.6681,46570
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2202,4.5894,38855
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2202,4.5894,38855
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2202,4.5781,37855
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2202,4.5261,33580
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2202,4.5570,36055
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2202,4.5044,31945
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2202,4.5688,37055
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2202,4.4792,30145
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2202,4.5363,34380
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2202,4.5130,32580
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2202,4.5488,35380
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.5,2202,4.6146,41170
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5,2202,4.6332,42970
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2202,4.5688,37055
Honda,Pilot,8,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2202,4.5758,37655
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2202,4.5939,39255
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2202,4.5618,36455
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2202,4.6005,39855
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2202,4.5804,38055
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5,2202,4.6727,47070
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2202,4.5939,39255
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2202,4.5189,33030
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2202,4.5735,37455
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2202,4.5827,38255
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2202,4.5420,34830
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2202,4.5105,32395
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.5,2202,4.6198,41670
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2202,4.5542,35830
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.5,2202,4.6382,43470
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2202,4.5319,34030
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2202,4.4857,30595
Honda,Pilot,7,1,0,0,0,0,0,280,6,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2202,4.5735,37455
Mitsubishi,Precis,32,1,0,0,0,0,0,81,4,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.5,436,3.3010,2000
Honda,Prelude,25,1,0,0,0,0,0,200,4,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2202,3.4864,3065
Honda,Prelude,25,1,0,0,0,0,0,200,4,0,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2202,3.5272,3367
Honda,Prelude,24,1,0,0,0,0,0,200,4,0,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,2202,3.5847,3843
Honda,Prelude,24,1,0,0,0,0,0,200,4,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,2202,3.5324,3407
Honda,Prelude,23,0,1,0,0,0,0,200,4,0,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,2202,4.4166,26100
Honda,Prelude,23,0,1,0,0,0,0,200,4,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,2202,4.3729,23600
Honda,Prelude,23,0,1,0,0,0,0,195,4,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,2202,4.3909,24600
Toyota,Previa,29,1,0,0,0,0,0,138,4,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.5,2031,3.3010,2000
Toyota,Previa,29,1,0,0,0,0,0,161,4,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.5,2031,3.3010,2000
Toyota,Previa,29,1,0,0,0,0,0,138,4,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.5,2031,3.3010,2000
Toyota,Previa,29,1,0,0,0,0,0,161,4,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.5,2031,3.3412,2194
Toyota,Previa,29,1,0,0,0,0,0,161,4,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2031,3.3010,2000
Toyota,Previa,29,1,0,0,0,0,0,138,4,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2031,3.3197,2088
Toyota,Previa,29,1,0,0,0,0,0,138,4,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2031,3.3010,2000
Toyota,Previa,29,1,0,0,0,0,0,161,4,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2031,3.3010,2000
Toyota,Previa,28,1,0,0,0,0,0,161,4,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2031,3.3147,2064
Toyota,Previa,28,1,0,0,0,0,0,161,4,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2031,3.3625,2304
Toyota,Previa,28,1,0,0,0,0,0,161,4,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2031,3.3836,2419
Toyota,Previa,28,1,0,0,0,0,0,161,4,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2031,3.3416,2196
Toyota,Previa,27,1,0,0,0,0,0,161,4,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2031,3.3780,2388
Toyota,Previa,27,1,0,0,0,0,0,161,4,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2031,3.3506,2242
Toyota,Previa,27,1,0,0,0,0,0,161,4,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2031,3.4358,2728
Toyota,Previa,27,1,0,0,0,0,0,161,4,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2031,3.4116,2580
Toyota,Prius c,10,1,0,0,0,0,0,99,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.5,2031,4.3017,20030
Toyota,Prius c,10,1,0,0,0,0,0,99,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.5,2031,4.2806,19080
Toyota,Prius c,10,1,0,0,0,0,0,99,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.5,2031,4.3378,21765
Toyota,Prius c,10,1,0,0,0,0,0,99,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.5,2031,4.3685,23360
Toyota,Prius c,9,1,0,0,0,0,0,99,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.5,2031,4.3084,20340
Toyota,Prius c,9,1,0,0,0,0,0,99,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.5,2031,4.3378,21765
Toyota,Prius c,9,1,0,0,0,0,0,99,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.5,2031,4.2909,19540
Toyota,Prius c,9,1,0,0,0,0,0,99,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.5,2031,4.3887,24475
Toyota,Prius c,8,1,0,0,0,0,0,99,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.5,2031,4.3088,20360
Toyota,Prius c,8,1,0,0,0,0,0,99,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.5,2031,4.2914,19560
Toyota,Prius c,8,1,0,0,0,0,0,99,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.5,2031,4.3891,24495
